image_name,time_for_1_latent,time_for_2_latent,time_for_3_latent,time_for_4_latent,time_for_5_latent,time_for_6_latent,time_for_7_latent,time_for_8_latent,time_for_9_latent,time_for_10_latent,time_for_11_latent,time_for_12_latent
306005,0.05779314041137695,0.05774259567260742,0.05788922309875488,0.0575711727142334,0.057723283767700195,0.05752682685852051,0.05749201774597168,0.05872058868408203,0.057404518127441406,0.057344675064086914,0.057395219802856445,0.05727863311767578
66053,0.058716773986816406,0.058557987213134766,0.05877971649169922,0.05853772163391113,0.05834007263183594,0.05837750434875488,0.05821871757507324,0.05816984176635742,0.05806612968444824,0.05852365493774414,0.058774471282958984,0.05874443054199219
296007,0.059911489486694336,0.060028791427612305,0.05977964401245117,0.060855865478515625,0.0603029727935791,0.05885744094848633,0.058826446533203125,0.05831003189086914,0.058301687240600586,0.05830883979797363,0.05822396278381348,0.05805087089538574
38082,0.05780339241027832,0.05787515640258789,0.05772876739501953,0.05771279335021973,0.05764007568359375,0.05751299858093262,0.05724167823791504,0.05715751647949219,0.05722689628601074,0.057218074798583984,0.057004690170288086,0.05697345733642578
14037,0.057753801345825195,0.057874202728271484,0.05781149864196777,0.057552337646484375,0.05792856216430664,0.05751633644104004,0.05742979049682617,0.05733990669250488,0.057266950607299805,0.05700969696044922,0.05720376968383789,0.05763578414916992
87046,0.05873513221740723,0.058995723724365234,0.05900216102600098,0.05877685546875,0.058470726013183594,0.05841779708862305,0.058434486389160156,0.058461666107177734,0.05839824676513672,0.058316946029663086,0.05802345275878906,0.05804586410522461
148089,0.0572812557220459,0.05724668502807617,0.05734586715698242,0.05729532241821289,0.05706453323364258,0.05691170692443848,0.05689597129821777,0.05689525604248047,0.05685901641845703,0.0566864013671875,0.056761741638183594,0.05669093132019043
134035,0.05737805366516113,0.05713200569152832,0.05702662467956543,0.05686473846435547,0.05671405792236328,0.05665230751037598,0.05662345886230469,0.056618452072143555,0.05639052391052246,0.05637073516845703,0.056369781494140625,0.05627250671386719
285079,0.05690360069274902,0.05675983428955078,0.05679202079772949,0.05669546127319336,0.05651068687438965,0.05647134780883789,0.05650520324707031,0.056578874588012695,0.05632352828979492,0.05645179748535156,0.05646944046020508,0.0561065673828125
33039,0.058104753494262695,0.058179378509521484,0.058058977127075195,0.05799436569213867,0.05788230895996094,0.05770230293273926,0.057562828063964844,0.05753469467163086,0.05752110481262207,0.05739641189575195,0.05747222900390625,0.05729174613952637
101085,0.05782651901245117,0.05786705017089844,0.05779099464416504,0.057720184326171875,0.05754852294921875,0.057621002197265625,0.057526350021362305,0.05732560157775879,0.057318687438964844,0.05706191062927246,0.05701780319213867,0.05710244178771973
157055,0.057326316833496094,0.057245731353759766,0.05723309516906738,0.05717754364013672,0.057108163833618164,0.05687546730041504,0.056978702545166016,0.05681037902832031,0.05680489540100098,0.05670905113220215,0.05662965774536133,0.05658125877380371
210088,0.05676889419555664,0.056997060775756836,0.056751251220703125,0.056917667388916016,0.05679178237915039,0.0563817024230957,0.05665111541748047,0.05651998519897461,0.056528568267822266,0.05629777908325195,0.05631375312805176,0.056140899658203125
105025,0.05813121795654297,0.05809950828552246,0.058005332946777344,0.05778193473815918,0.0581514835357666,0.05770134925842285,0.05777621269226074,0.05775594711303711,0.05753040313720703,0.05737161636352539,0.057416677474975586,0.05733203887939453
85048,0.06520557403564453,0.059912681579589844,0.05732297897338867,0.057272911071777344,0.05712532997131348,0.05695199966430664,0.05697965621948242,0.05690336227416992,0.056738853454589844,0.05677533149719238,0.05667448043823242,0.0566251277923584
108082,0.06182861328125,0.06194329261779785,0.061840057373046875,0.06196951866149902,0.0616455078125,0.061566829681396484,0.06148505210876465,0.061423540115356445,0.061461448669433594,0.06135392189025879,0.061235904693603516,0.06138896942138672
159008,0.057694435119628906,0.05772542953491211,0.05768585205078125,0.05771923065185547,0.05750536918640137,0.05757308006286621,0.05742621421813965,0.057282447814941406,0.05773735046386719,0.05715322494506836,0.05695199966430664,0.05685114860534668
16077,0.058502912521362305,0.058119773864746094,0.057778120040893555,0.057808637619018555,0.057630062103271484,0.05746650695800781,0.05745720863342285,0.05750274658203125,0.05751752853393555,0.057314395904541016,0.05726814270019531,0.05731654167175293
86016,0.0575098991394043,0.057390689849853516,0.057413339614868164,0.05735158920288086,0.05713176727294922,0.05720853805541992,0.05698370933532715,0.056899309158325195,0.05697178840637207,0.056939125061035156,0.0567171573638916,0.056644439697265625
241048,0.056873321533203125,0.056954145431518555,0.056859493255615234,0.05705833435058594,0.05672097206115723,0.056592464447021484,0.05664658546447754,0.05648303031921387,0.05638527870178223,0.05648493766784668,0.05625629425048828,0.05638909339904785
130026,0.0585322380065918,0.05823683738708496,0.05818057060241699,0.058100223541259766,0.05794548988342285,0.05776405334472656,0.058027029037475586,0.05777335166931152,0.05764651298522949,0.05755734443664551,0.057464599609375,0.05748915672302246
148026,0.05724787712097168,0.057326316833496094,0.05733036994934082,0.05708813667297363,0.0569612979888916,0.05695605278015137,0.05682802200317383,0.056756019592285156,0.05667400360107422,0.05659294128417969,0.05655312538146973,0.05643749237060547
54082,0.05727362632751465,0.057392120361328125,0.05724620819091797,0.056964874267578125,0.05704498291015625,0.05687069892883301,0.05673861503601074,0.056700944900512695,0.056789398193359375,0.05664181709289551,0.0565791130065918,0.0565645694732666
102061,0.05814623832702637,0.05789613723754883,0.05797839164733887,0.058022260665893555,0.058119773864746094,0.0578160285949707,0.05777096748352051,0.05774235725402832,0.05739331245422363,0.05741071701049805,0.0572965145111084,0.05729222297668457
361010,0.057129621505737305,0.05728578567504883,0.05721783638000488,0.05699324607849121,0.05705070495605469,0.056920528411865234,0.056767940521240234,0.056734323501586914,0.05667424201965332,0.05665922164916992,0.05653524398803711,0.05648350715637207
86068,0.0568995475769043,0.05697202682495117,0.05682563781738281,0.05679631233215332,0.05672883987426758,0.056672096252441406,0.05639147758483887,0.05640983581542969,0.0562744140625,0.05632209777832031,0.05611610412597656,0.05609321594238281
65033,0.05694913864135742,0.05710625648498535,0.05689120292663574,0.05676889419555664,0.056876182556152344,0.05697989463806152,0.05652308464050293,0.05668759346008301,0.05665278434753418,0.0564570426940918,0.056563377380371094,0.056360483169555664
109053,0.058183908462524414,0.05806446075439453,0.05833029747009277,0.05792403221130371,0.05791282653808594,0.057709455490112305,0.05764126777648926,0.05744528770446777,0.05745673179626465,0.05742645263671875,0.05739426612854004,0.05714297294616699
163085,0.07266616821289062,0.07068037986755371,0.0707254409790039,0.0704960823059082,0.07039451599121094,0.07024240493774414,0.07025527954101562,0.07014632225036621,0.07021260261535645,0.07021069526672363,0.06997179985046387,0.06989407539367676
223061,0.060921669006347656,0.06100606918334961,0.06096386909484863,0.06078743934631348,0.0607907772064209,0.060629844665527344,0.06050443649291992,0.06049203872680664,0.06036853790283203,0.06041741371154785,0.06032395362854004,0.060266971588134766
