image,iter_1_total,iter_2_total,iter_3_total,iter_4_total,iter_5_total,iter_6_total,iter_7_total,iter_8_total,iter_9_total,iter_10_total,iter_11_total,iter_12_total,iter_13_total,iter_14_total,iter_15_total,iter_16_total
130026,1.1486661434173584,2.0690834522247314,2.8805453777313232,3.7191338539123535,4.531527042388916,5.341552257537842,6.094651460647583,6.81548285484314,7.63112735748291,8.37176513671875,9.158846616744995,9.989052534103394,10.809821605682373,11.643384218215942,12.432105541229248,13.20016860961914
108005,1.407712459564209,2.275951623916626,3.055194616317749,3.904468536376953,4.7313454151153564,5.481215953826904,6.317555665969849,7.099701642990112,7.894998788833618,8.778889179229736,9.597671270370483,10.364400386810303,11.244173765182495,12.082437992095947,12.911993741989136,13.698364496231079
3096,1.2957823276519775,2.2266781330108643,3.0556132793426514,3.866227388381958,4.69992733001709,5.550490379333496,6.362818479537964,7.105064868927002,8.023765802383423,8.889398336410522,9.686704635620117,10.497946977615356,11.242809534072876,11.962639093399048,12.728981971740723,13.500184297561646
106024,1.2012407779693604,2.1120433807373047,3.0002079010009766,3.844553232192993,4.648303747177124,5.457131862640381,6.221760034561157,6.9773783683776855,7.7632529735565186,8.53745412826538,9.525983333587646,10.485190868377686,11.43308138847351,12.49582839012146,13.530625104904175,14.530744075775145
41033,1.2211971282958984,2.055067539215088,2.917877435684204,3.7561426162719727,4.532877683639526,5.306247711181641,6.08005428314209,6.869909048080444,7.725224256515503,8.502149820327759,9.45116901397705,10.246419429779053,11.048423767089844,11.844472408294678,12.706501483917236,13.511668682098389
208001,1.2582309246063232,2.101285219192505,2.961703062057495,4.211386442184448,5.1553871631622314,6.017643213272095,6.817119121551514,7.6595118045806885,8.448009729385376,9.211249113082886,9.989815950393677,10.822007656097412,11.643377780914307,12.474727392196655,13.216935634613037,14.024937629699707
163085,1.102280616760254,1.9909377098083492,2.805281162261963,3.584599018096924,4.405164957046509,5.200419187545776,6.014698266983032,6.784353256225586,7.58014464378357,8.36231803894043,9.20090937614441,9.987062454223633,10.754725456237793,11.580257654190063,12.35436487197876,13.12283730506897
78004,1.1742801666259766,2.0562846660614014,2.860055685043335,3.6138482093811035,4.3769214153289795,5.1854681968688965,6.0817461013793945,6.847824335098267,7.610081911087036,8.403880596160889,9.176557779312134,9.993563413619995,10.813647031784058,11.566445589065552,12.363341569900513,13.09988260269165
175032,1.1026520729064941,2.023498058319092,2.952277898788452,3.7335803508758554,4.5170323848724365,5.283893585205078,6.026388168334961,6.833713054656982,7.598804950714111,8.348931074142456,9.115499496459961,9.897570371627808,10.640902519226074,11.392303466796875,12.230454921722412,13.077595233917236
69015,1.0258045196533203,2.0463368892669678,2.954165458679199,3.7541277408599854,4.572902202606201,5.364904403686523,6.160534381866455,6.985096454620361,7.786998748779297,8.590404272079468,9.369090557098389,10.12920880317688,11.006637573242188,11.815508365631104,12.632798671722412,13.452335357666016
170057,1.2988169193267822,2.1508429050445557,2.9945895671844482,3.7771999835968018,4.55023455619812,5.420374631881714,6.177551746368408,6.903331518173218,7.955579042434692,9.050782918930054,10.00344228744507,10.787935495376587,11.546032905578613,12.278753280639648,13.16565752029419,14.100155353546143
55073,1.0057213306427002,1.9492170810699463,2.8588767051696777,3.61044716835022,4.529845714569092,5.422967433929443,6.298887014389038,7.063169240951538,7.819662332534791,8.697871923446655,9.487354278564453,10.273699522018433,11.175954580307007,11.993733406066895,12.793946504592896,13.59956121444702
220075,1.3873939514160156,2.253218650817871,3.1043283939361577,4.017540454864502,4.858686447143555,5.6611008644104,6.404162645339966,7.251248121261597,8.085755825042725,8.908979654312134,9.705956220626831,10.548769235610962,11.395269632339478,12.167042016983032,12.998252153396606,13.817505598068237
89072,1.441866397857666,2.377621650695801,3.2672481536865234,4.021857023239136,4.806951999664307,5.782026767730713,6.580134868621826,7.385123252868654,8.175498485565186,8.992289543151855,9.749348640441895,10.56338882446289,11.369978189468384,12.246394872665405,13.038068056106567,13.772307395935059
19021,1.2639484405517578,2.177184820175171,2.979046583175659,3.7804417610168457,4.580483436584473,5.453952789306641,6.5424394607543945,7.6115734577178955,8.40185284614563,9.20942759513855,9.955357789993286,10.776402473449707,11.575703859329224,12.425721406936646,13.213036298751831,14.064027786254883
