image_name,iter,bpp,psnr
kodim20,8,0.950347900390625,34.40469623451505
kodim20,9,1.0691413879394531,35.05280898495511
kodim20,10,1.1879348754882812,35.62376203896713
kodim20,11,1.3067283630371094,36.1281172787556
kodim20,12,1.4255218505859375,36.60560713690434
kodim20,13,1.5443153381347656,37.054908892350966
kodim20,14,1.6631088256835938,37.42450445825987
kodim20,15,1.7819023132324219,37.76292120965056
kodim20,16,1.90069580078125,38.073341298652814
kodim10,1,0.1247088114420573,25.88702684184318
kodim10,2,0.2494176228841146,28.673691919184876
kodim10,3,0.3741264343261719,30.456872622299528
kodim10,4,0.4988352457682292,31.911630094192923
kodim10,5,0.6235440572102865,33.182584996005346
kodim10,6,0.7482528686523438,34.339784954698665
kodim10,7,0.8729616800944011,35.256507446659036
kodim10,8,0.9976704915364584,36.050103733901096
kodim10,9,1.1223793029785156,36.75071497127653
kodim10,10,1.247088114420573,37.35061933114317
kodim10,11,1.3717969258626304,37.90419043624506
kodim10,12,1.4965057373046875,38.39284920728812
kodim10,13,1.6212145487467449,38.84703539812381
kodim10,14,1.7459233601888022,39.22579915775972
kodim10,15,1.8706321716308594,39.54789054956554
kodim10,16,1.9953409830729167,39.86046645456706
kodim18,1,0.125274658203125,22.842690630300385
kodim18,2,0.25054931640625,24.62033536199412
kodim18,3,0.375823974609375,25.6418362885233
kodim18,4,0.5010986328125,26.499220035155034
kodim18,5,0.626373291015625,27.22344901223789
kodim18,6,0.75164794921875,27.991152394693472
kodim18,7,0.876922607421875,28.679906261262325
kodim18,8,1.002197265625,29.340552045617873
kodim18,9,1.127471923828125,29.958601766831464
kodim18,10,1.25274658203125,30.501687763630116
kodim18,11,1.378021240234375,30.994796684800022
kodim18,12,1.5032958984375,31.452313073487872
kodim18,13,1.628570556640625,31.864592400620324
kodim18,14,1.75384521484375,32.23369165239795
kodim18,15,1.879119873046875,32.56783934695764
kodim18,16,2.00439453125,32.8718369101116
kodim14,1,0.125244140625,22.606637460743592
kodim14,2,0.25048828125,24.80987948954118
kodim14,3,0.375732421875,26.127670680423705
kodim14,4,0.5009765625,27.32430768637662
kodim14,5,0.626220703125,28.339698237839972
kodim14,6,0.75146484375,29.298091433352788
kodim14,7,0.876708984375,30.10786682597714
kodim14,8,1.001953125,30.85853434856858
kodim14,9,1.127197265625,31.546448838160643
kodim14,10,1.25244140625,32.154209432527104
kodim14,11,1.377685546875,32.726075074967525
kodim14,12,1.5029296875,33.24787769962938
kodim14,13,1.628173828125,33.73026551168113
kodim14,14,1.75341796875,34.15272484227813
kodim14,15,1.878662109375,34.527388415762545
kodim14,16,2.00390625,34.87047600289046
kodim21,1,0.12275187174479167,22.970511613905508
kodim21,2,0.24550374348958334,25.379687258764136
kodim21,3,0.368255615234375,26.668351074237492
kodim21,4,0.4910074869791667,27.734893325651292
kodim21,5,0.6137593587239584,28.65036059868977
kodim21,6,0.73651123046875,29.54777984105524
kodim21,7,0.8592631022135417,30.30454885301788
kodim21,8,0.9820149739583334,31.00190219379389
kodim21,9,1.104766845703125,31.67104348658399
kodim21,10,1.2275187174479167,32.27965664592767
kodim21,11,1.3502705891927085,32.85776294326146
kodim21,12,1.4730224609375,33.39266227634384
kodim21,13,1.5957743326822917,33.88361986479734
kodim21,14,1.7185262044270835,34.30664127094767
kodim21,15,1.841278076171875,34.68273501771649
kodim21,16,1.9640299479166667,35.02859208799173
kodim03,1,0.12417856852213542,27.02714799905449
kodim03,2,0.24835713704427084,30.138410989823004
kodim03,3,0.37253570556640625,31.786652763684526
kodim03,4,0.4967142740885417,33.22179338566202
kodim03,5,0.6208928426106771,34.43262542922718
kodim03,6,0.7450714111328125,35.36763370445407
kodim03,7,0.869249979654948,36.20754736547272
kodim03,8,0.9934285481770834,37.00075564917573
kodim03,9,1.1176071166992188,37.70316631198046
kodim03,10,1.2417856852213542,38.34024909351614
kodim03,11,1.3659642537434897,38.87426060664096
kodim03,12,1.490142822265625,39.36598386808673
kodim03,13,1.6143213907877605,39.81123132586194
kodim03,14,1.738499959309896,40.17805167438159
kodim03,15,1.8626785278320312,40.51213744219982
kodim03,16,1.9868570963541667,40.805193211679274
kodim15,1,0.12430826822916667,25.560088581143287
kodim15,2,0.24861653645833334,28.4924664831377
kodim15,3,0.3729248046875,30.012987484299252
kodim15,4,0.4972330729166667,31.166928212047328
kodim15,5,0.6215413411458334,32.183528799995436
kodim15,6,0.745849609375,32.97690231284092
kodim15,7,0.8701578776041667,33.65818806118955
kodim15,8,0.9944661458333334,34.28207394251704
kodim15,9,1.1187744140625,34.838285259833135
kodim15,10,1.2430826822916667,35.36217842884276
kodim15,11,1.3673909505208335,35.8433237615814
kodim15,12,1.49169921875,36.31085849253677
kodim15,13,1.6160074869791667,36.72956629091051
kodim15,14,1.7403157552083335,37.09000838148138
kodim15,15,1.8646240234375,37.39515448593643
kodim15,16,1.9889322916666667,37.67400428130861
kodim19,1,0.12473805745442708,23.39512726589919
kodim19,2,0.24947611490885416,26.18842548838609
kodim19,3,0.37421417236328125,27.95125262829047
kodim19,4,0.4989522298177083,29.41096288884383
kodim19,5,0.6236902872721354,30.51911844154977
kodim19,6,0.7484283447265625,31.49889361158447
kodim19,7,0.8731664021809895,32.296598461782594
kodim19,8,0.9979044596354166,33.03285678256189
kodim19,9,1.1226425170898438,33.676912179161704
kodim19,10,1.2473805745442708,34.25856711390295
kodim19,11,1.3721186319986978,34.78189935591697
kodim19,12,1.496856689453125,35.2875687673832
kodim19,13,1.621594746907552,35.73402487083507
kodim19,14,1.746332804361979,36.115165440368735
kodim19,15,1.8710708618164062,36.458788044455176
kodim19,16,1.9958089192708333,36.76364646968232
kodim23,1,0.1244049072265625,26.27197633809576
kodim23,2,0.248809814453125,29.825928103873885
kodim23,3,0.3732147216796875,31.889946734933652
kodim23,4,0.49761962890625,33.32541079567358
kodim23,5,0.6220245361328125,34.483748506797575
kodim23,6,0.746429443359375,35.54002926660762
kodim23,7,0.8708343505859375,36.44315903679108
kodim23,8,0.9952392578125,37.20562361889192
kodim23,9,1.1196441650390625,37.89832979049673
kodim23,10,1.244049072265625,38.50050436073594
kodim23,11,1.3684539794921875,39.018853934296175
kodim23,12,1.49285888671875,39.48837567082391
kodim23,13,1.6172637939453125,39.9353417449963
kodim23,14,1.741668701171875,40.31578760240756
kodim23,15,1.8660736083984375,40.61108130669457
kodim23,16,1.990478515625,40.9348022127631
kodim11,1,0.1241900126139323,24.14088394969852
kodim11,2,0.2483800252278646,26.25377293876771
kodim11,3,0.3725700378417969,27.533968537275232
kodim11,4,0.4967600504557292,28.637929340733763
kodim11,5,0.6209500630696615,29.573237816972508
kodim11,6,0.7451400756835938,30.459655127772088
kodim11,7,0.8693300882975261,31.213091213562592
kodim11,8,0.9935201009114584,31.93520694365766
kodim11,9,1.1177101135253906,32.59735270125013
kodim11,10,1.241900126139323,33.20819792571711
kodim11,11,1.3660901387532554,33.78623016786122
kodim11,12,1.4902801513671875,34.32634849883824
kodim11,13,1.6144701639811199,34.79778732530105
kodim11,14,1.7386601765950522,35.217897928655255
kodim11,15,1.8628501892089844,35.57775680338367
kodim11,16,1.9870402018229167,35.92160614443691
kodim08,1,0.1253636678059896,19.052645014050565
kodim08,2,0.2507273356119792,21.365817543748516
kodim08,3,0.37609100341796875,23.036417194718712
kodim08,4,0.5014546712239584,24.443993797838143
kodim08,5,0.626818339029948,25.54768901418477
kodim08,6,0.7521820068359375,26.612947550879497
kodim08,7,0.8775456746419271,27.530284335251448
kodim08,8,1.0029093424479167,28.340479754594583
kodim08,9,1.1282730102539062,29.057611536526153
kodim08,10,1.253636678059896,29.734040160061888
kodim08,11,1.3790003458658855,30.36164796654571
kodim08,12,1.504364013671875,30.90854601019162
kodim08,13,1.6297276814778647,31.425934627222418
kodim08,14,1.7550913492838542,31.883915273328153
kodim08,15,1.880455017089844,32.28525503197384
kodim08,16,2.0058186848958335,32.64449519163426
kodim24,1,0.12533442179361978,22.07971018547895
kodim24,2,0.25066884358723956,23.594332872707362
kodim24,3,0.3760032653808594,24.587671782672853
kodim24,4,0.5013376871744791,25.495622115255397
kodim24,5,0.6266721089680989,26.295652736935608
kodim24,6,0.7520065307617188,27.13119285281801
kodim24,7,0.8773409525553385,27.874854367926865
kodim24,8,1.0026753743489583,28.595471788965217
kodim24,9,1.1280097961425781,29.25750270144123
kodim24,10,1.2533442179361978,29.82598348154559
kodim24,11,1.3786786397298176,30.376628576682357
kodim24,12,1.5040130615234375,30.871370144043155
kodim24,13,1.6293474833170571,31.324681442234734
kodim24,14,1.754681905110677,31.707016562847716
kodim24,15,1.8800163269042967,32.04453466059106
kodim24,16,2.0053507486979165,32.358805711922415
kodim09,1,0.12335459391276042,25.99393679241039
kodim09,2,0.24670918782552084,29.139854823627893
kodim09,3,0.37006378173828125,30.946519701904617
kodim09,4,0.4934183756510417,32.331372175041
kodim09,5,0.6167729695638021,33.40111702871391
kodim09,6,0.7401275634765625,34.3837862073816
kodim09,7,0.863482157389323,35.21938813548098
kodim09,8,0.9868367513020834,35.97309215484457
kodim09,9,1.1101913452148438,36.60889046716282
kodim09,10,1.2335459391276042,37.20110768373067
kodim09,11,1.3569005330403647,37.73372899459726
kodim09,12,1.480255126953125,38.24122240352742
kodim09,13,1.6036097208658855,38.68907864192536
kodim09,14,1.726964314778646,39.08135671205495
kodim09,15,1.8503189086914062,39.41227167000921
kodim09,16,1.9736735026041667,39.72772615111
kodim12,1,0.12280909220377605,25.979163763807577
kodim12,2,0.2456181844075521,29.89153073547255
kodim12,3,0.3684272766113281,31.702435307658043
kodim12,4,0.4912363688151042,32.99886770194051
kodim12,5,0.6140454610188802,34.11668474615255
kodim12,6,0.7368545532226562,35.05418565827742
kodim12,7,0.8596636454264324,35.843699191278624
kodim12,8,0.9824727376302084,36.567010882993685
kodim12,9,1.1052818298339844,37.203074325309416
kodim12,10,1.2280909220377605,37.78079925179928
kodim12,11,1.3509000142415366,38.29986659015079
kodim12,12,1.4737091064453125,38.81449907178571
kodim12,13,1.5965181986490886,39.2826707339007
kodim12,14,1.7193272908528647,39.68339807528014
kodim12,15,1.8421363830566406,40.027627328922634
kodim12,16,1.9649454752604167,40.35850242778852
kodim17,1,0.12517420450846353,26.358505968084067
kodim17,2,0.25034840901692706,28.649535749674662
kodim17,3,0.3755226135253906,29.99334761311769
kodim17,4,0.5006968180338541,31.122083996788206
kodim17,5,0.6258710225423176,32.04448006609371
kodim17,6,0.7510452270507812,32.89650755824037
kodim17,7,0.8762194315592448,33.65487662423455
kodim17,8,1.0013936360677083,34.36566326613242
kodim17,9,1.1265678405761719,35.01597816883158
kodim17,10,1.2517420450846353,35.54257227031961
kodim17,11,1.3769162495930989,36.0565534106717
kodim17,12,1.5020904541015625,36.52100898917193
kodim17,13,1.627264658610026,36.952528871324645
kodim17,14,1.7524388631184895,37.32986692890972
kodim17,15,1.877613067626953,37.642520166610126
kodim17,16,2.0027872721354165,37.93655730091507
kodim13,1,0.12514623006184897,19.637363966807722
kodim13,2,0.25029246012369794,21.101385293288804
kodim13,3,0.3754386901855469,21.986102131706282
kodim13,4,0.5005849202473959,22.81225428904157
kodim13,5,0.6257311503092449,23.546705463661958
kodim13,6,0.7508773803710938,24.306143672021125
kodim13,7,0.8760236104329427,24.98320698227209
kodim13,8,1.0011698404947917,25.655909070008374
kodim13,9,1.1263160705566406,26.28886298876936
kodim13,10,1.2514623006184897,26.854511071321113
kodim13,11,1.3766085306803386,27.42773390880677
kodim13,12,1.5017547607421875,27.94143775983891
kodim13,13,1.6269009908040366,28.382400143308328
kodim13,14,1.7520472208658855,28.769602209312097
kodim13,15,1.8771934509277346,29.125445673241902
kodim13,16,2.0023396809895835,29.444659903271024
