image,λ=16_bpp,λ=32_bpp,λ=64_bpp,λ=128_bpp,λ=256_bpp,λ=512_bpp,λ=1024_bpp,λ=2048_bpp,λ=16_psnr,λ=32_psnr,λ=64_psnr,λ=128_psnr,λ=256_psnr,λ=512_psnr,λ=1024_psnr,λ=2048_psnr
kodim15.png,0.09110251814126968,0.1622096449136734,0.26785606145858765,0.42446619272232056,0.6520206928253174,0.9362058043479919,1.3405481576919556,1.8524836301803589,30.667415618896484,32.67958450317383,34.29005813598633,36.54066848754883,38.54262924194336,40.62531280517578,42.58955001831055,44.51459884643555
kodim19.png,0.12741965055465698,0.2197132259607315,0.3690122365951538,0.6152969002723694,0.9109359979629517,1.246339201927185,1.7039543390274048,2.3666648864746094,29.8166561126709,31.377079010009766,33.485313415527344,35.92530059814453,38.03919219970703,40.08884811401367,42.01792907714844,44.25505828857422
kodim23.png,0.07051515579223633,0.10978587716817856,0.16647037863731384,0.25071877241134644,0.3683834671974182,0.5313058495521545,0.7931559681892395,1.286620020866394,32.385169982910156,34.483646392822266,35.638729095458984,38.11540603637695,39.647212982177734,41.33161163330078,42.74854278564453,44.53722381591797
kodim11.png,0.161463662981987,0.2843993604183197,0.4433179497718811,0.684827983379364,0.997460126876831,1.3744432926177979,1.8751031160354614,2.4437363147735596,29.396717071533203,31.401594161987305,33.3768196105957,35.620426177978516,37.803565979003906,40.204872131347656,42.574058532714844,44.730377197265625
kodim08.png,0.3689785897731781,0.5679544806480408,0.7851787805557251,1.1357427835464478,1.5823813676834106,2.1065292358398438,2.789907932281494,3.504521369934082,28.2825927734375,30.13087272644043,32.41139221191406,34.527862548828125,36.826778411865234,39.22850036621094,41.56591796875,43.77485275268555
kodim24.png,0.28251099586486816,0.4434114992618561,0.6384292840957642,0.9089682102203369,1.2478010654449463,1.6239609718322754,2.143314838409424,2.7805635929107666,28.859548568725586,30.931779861450195,33.21975326538086,35.359169006347656,37.55157470703125,39.630035400390625,41.51628494262695,43.42795944213867
kodim09.png,0.09674834460020065,0.15156418085098267,0.2194933444261551,0.3300844132900238,0.46469762921333313,0.6586676836013794,0.9782794117927551,1.743317723274231,32.14595031738281,33.983619689941406,35.24454879760742,37.488643646240234,38.88637161254883,40.4658317565918,41.84005355834961,44.50498580932617
kodim12.png,0.0654115080833435,0.12404724955558777,0.20754095911979675,0.3516925275325775,0.5356966853141785,0.7919909358024597,1.1704367399215698,1.6872495412826538,31.187875747680664,33.24967575073242,34.83028793334961,36.90314483642578,38.82003402709961,40.816009521484375,42.806068420410156,44.87224578857422
kodim17.png,0.12090980261564255,0.1876707375049591,0.27867215871810913,0.4212988317012787,0.6225056648254395,0.9005929827690125,1.3174771070480347,1.8949204683303833,30.985937118530273,33.01023864746094,34.78704833984375,36.75468063354492,38.55976867675781,40.54536437988281,42.40906524658203,44.455718994140625
kodim13.png,0.5072010159492493,0.8331922888755798,1.2303047180175781,1.7201340198516846,2.2657597064971924,2.825429916381836,3.4512391090393066,4.1544013023376465,26.56057357788086,28.805740356445312,31.402685165405273,33.99068069458008,36.66483688354492,39.16123580932617,41.38701629638672,43.503761291503906
