image,QRes34_λ=16_bpp,QRes34_λ=32_bpp,QRes34_λ=64_bpp,QRes34_λ=128_bpp,QRes34_λ=256_bpp,QRes34_λ=512_bpp,QRes34_λ=1024_bpp,QRes34_λ=2048_bpp,QRes34_λ=16_ssim,QRes34_λ=32_ssim,QRes34_λ=64_ssim,QRes34_λ=128_ssim,QRes34_λ=256_ssim,QRes34_λ=512_ssim,QRes34_λ=1024_ssim,QRes34_λ=2048_ssim,JPEG_q=10_bpp,JPEG_q=50_bpp,JPEG_q=90_bpp,JPEG_q=10_ssim,JPEG_q=50_ssim,JPEG_q=90_ssim
kodim22.png,0.14366622269153595,0.26738372445106506,0.44602108001708984,0.7068493962287903,1.0491889715194702,1.4436891078948975,1.967543125152588,2.698042869567871,0.745660207193379,0.8229547122786002,0.8830461004082107,0.9258438105084454,0.9538767454885256,0.970055114417004,0.9804911481639791,0.9900288417031498,0.2940877278645833,0.8905436197916666,2.42193603515625,0.734184043342357,0.9049924005400315,0.9720120954797434
kodim04.png,0.09564131498336792,0.17052000761032104,0.2857723534107208,0.4554551839828491,0.7074223160743713,1.0210891962051392,1.5026191473007202,2.1158454418182373,0.7990778762307559,0.8460227190018585,0.8862976028836782,0.923082651336529,0.9481155357688887,0.966188345507118,0.9795874871336991,0.9889169055138195,0.2629191080729167,0.75262451171875,2.0712076822916665,0.7631021892272712,0.9112626836267321,0.9708401942730664
kodim06.png,0.22459514439105988,0.37562865018844604,0.5626438856124878,0.8308795690536499,1.1542969942092896,1.5292009115219116,2.0190067291259766,2.5756428241729736,0.8025055505651633,0.8668747894701978,0.912382462927777,0.9453161381668991,0.9669401520697979,0.9798154515808914,0.9875463159767065,0.9924238531872317,0.3553263346354167,1.01531982421875,2.5256551106770835,0.7490887190621109,0.9152487623996931,0.9784032448104574
kodim05.png,0.3522886633872986,0.5470075011253357,0.7574177980422974,1.073779821395874,1.4629634618759155,1.9053711891174316,2.49564528465271,3.1895320415496826,0.8499931261657531,0.901113139130286,0.9416871535502632,0.964618611568316,0.9786703613672936,0.9880154211416796,0.9928958989590075,0.9959862022922941,0.5044759114583334,1.4054361979166667,3.3273518880208335,0.7717070158063701,0.931644599756634,0.9858640588143428
kodim02.png,0.07607568055391312,0.14736628532409668,0.2513704001903534,0.4326455593109131,0.6944839358329773,1.031383991241455,1.5325590372085571,2.1609768867492676,0.778665779478496,0.827535397022197,0.8715292468006014,0.9090433833631381,0.9404615623092094,0.9615103670251671,0.976929088009859,0.987178024323533,0.22806803385416666,0.6891682942708334,2.0257161458333335,0.7533546611123546,0.8905526663693627,0.9646338854075621
kodim01.png,0.2952421307563782,0.5137783288955688,0.8145469427108765,1.207115888595581,1.6427521705627441,2.115818977355957,2.661931037902832,3.277341365814209,0.7829926659212401,0.8555532029834257,0.9182749459558996,0.9531931797786423,0.974201502334234,0.9852716214353121,0.9916831074360613,0.9953877993963997,0.4398396809895833,1.2572021484375,3.15313720703125,0.7246487717711562,0.9030887838072189,0.979638544035673
kodim07.png,0.12949523329734802,0.19464483857154846,0.2745189964771271,0.38838741183280945,0.5562856197357178,0.757053017616272,1.0649152994155884,1.5022754669189453,0.9035634409896778,0.9356842170808135,0.9529655175319396,0.9663534453965076,0.9756717468218442,0.9817544989414693,0.9860092179380706,0.9893657839001254,0.310302734375,0.7590128580729166,1.8694254557291667,0.8574787085979365,0.9544848787586612,0.9845816493151849
kodim16.png,0.11312004178762436,0.20442652702331543,0.3272855281829834,0.5161949992179871,0.7577430605888367,1.0536571741104126,1.457947015762329,1.9341870546340942,0.7808822177612653,0.854861656856129,0.9026384430891295,0.9384171240115273,0.9618491328508458,0.9755514411788909,0.9842370659724788,0.9899399343109692,0.2655436197916667,0.7748819986979166,2.0115559895833335,0.7525233490252089,0.9179739035532193,0.9767010638148739
kodim20.png,0.08458578586578369,0.14848576486110687,0.24551795423030853,0.3928464353084564,0.5770207047462463,0.7890240550041199,1.082318663597107,1.543880820274353,0.8693525215341749,0.9063653177069124,0.9406341145785182,0.9624659411838967,0.974936701003591,0.9816056848861278,0.9865226781196169,0.9924888983802492,0.2578125,0.62060546875,1.5994059244791667,0.8468059837681108,0.939487402460333,0.9808548938802572
kodim10.png,0.09773794561624527,0.15463712811470032,0.22534404695034027,0.34282124042510986,0.5019723176956177,0.7094193696975708,1.1149245500564575,1.8361209630966187,0.8539897190223655,0.890202501629259,0.9181887556621859,0.936864366633944,0.9513402068951837,0.9615804117773568,0.9717786133355192,0.9859403414914569,0.2728271484375,0.6966959635416666,1.89715576171875,0.8068884057978373,0.9247504477711037,0.9711055669225508
kodim18.png,0.27795422077178955,0.45380961894989014,0.6614366769790649,0.949144184589386,1.3176510334014893,1.7628517150878906,2.4550628662109375,3.2211549282073975,0.7891913418747261,0.8559210950690799,0.9012107200908293,0.9322561910801939,0.9541192663576284,0.9694964522471036,0.9840429815798916,0.9925557215619253,0.3756306966145833,1.10455322265625,2.8708699544270835,0.7495162137723449,0.907931810447215,0.9721966189864503
kodim14.png,0.2348409742116928,0.38792839646339417,0.5881150960922241,0.8960742950439453,1.28116774559021,1.722798228263855,2.320227861404419,2.973331928253174,0.7731134409845187,0.840705320665806,0.8984052517918191,0.9368457665090268,0.9630577356316107,0.9788881911670404,0.9887225337430642,0.9940928580911698,0.3772176106770833,1.1468709309895833,2.90643310546875,0.7289473090862634,0.9067387830862124,0.9758598626967135
kodim21.png,0.2131781429052353,0.3516821265220642,0.5155317187309265,0.737701416015625,1.0098122358322144,1.3234864473342896,1.7325128316879272,2.4446792602539062,0.855340557672251,0.8971697044214895,0.9258413818531391,0.9455881007029232,0.9596240075738085,0.9679698002625571,0.9745191730383492,0.9865876839404129,0.3354695638020833,0.8723551432291666,2.3531901041666665,0.8143412975319467,0.9256132495938565,0.9724804100734434
kodim03.png,0.07622343301773071,0.12118213623762131,0.18527768552303314,0.2958024740219116,0.4401731789112091,0.6287258863449097,0.8928828239440918,1.2678146362304688,0.8769546249247018,0.9041292813593991,0.928522135099187,0.9479054377502778,0.9639641440519883,0.9751894154858736,0.9821248598995882,0.9874094095006,0.23954264322916666,0.6131795247395834,1.6117757161458333,0.8164164642468339,0.9368591833165855,0.9803448825271982
kodim15.png,0.09110251814126968,0.1622096449136734,0.26785606145858765,0.42446619272232056,0.6520206928253174,0.9362058043479919,1.3405481576919556,1.8524836301803589,0.827733373774339,0.8711960008136111,0.9061454023463693,0.9343011363783185,0.9550247300669871,0.9702504455815072,0.9805439009044494,0.9876748658736388,0.2589518229166667,0.6911417643229166,1.8995564778645833,0.7919813189286471,0.9190523752355306,0.9726831121221502
kodim19.png,0.12741965055465698,0.2197132259607315,0.3690122365951538,0.6152969002723694,0.9109359979629517,1.246339201927185,1.7039543390274048,2.3666648864746094,0.7853007765771655,0.838352169840214,0.8962289901327205,0.9362410458038362,0.958226825105484,0.9696843775083681,0.9789938245688993,0.9886328183589809,0.3100992838541667,0.8653971354166666,2.3099772135416665,0.7639395364683202,0.9128176745044656,0.973068468116939
kodim23.png,0.07051515579223633,0.10978587716817856,0.16647037863731384,0.25071877241134644,0.3683834671974182,0.5313058495521545,0.7931559681892395,1.286620020866394,0.8913776508480958,0.9155991085750729,0.9316268987858515,0.9498229632569078,0.9603943458217712,0.9687484414917045,0.9752377576984347,0.9833253030599858,0.23677571614583334,0.5646565755208334,1.5732625325520833,0.8450072733065188,0.9464443293701507,0.9767201468656905
kodim11.png,0.161463662981987,0.2843993604183197,0.4433179497718811,0.684827983379364,0.997460126876831,1.3744432926177979,1.8751031160354614,2.4437363147735596,0.7602823791025961,0.8307397901227263,0.8922121218987851,0.9325125047536712,0.9584137618972398,0.975568439841806,0.9859737290515002,0.9916536666615743,0.3156534830729167,0.9308268229166666,2.3876749674479165,0.7394240291664838,0.906928955565884,0.9743001975400695
kodim08.png,0.3689785897731781,0.5679544806480408,0.7851787805557251,1.1357427835464478,1.5823813676834106,2.1065292358398438,2.789907932281494,3.504521369934082,0.8571950751471852,0.8934576023828109,0.9267475660607639,0.9492625210041508,0.9695341769246575,0.9832020801832544,0.9914391655647846,0.995637300853925,0.5213826497395834,1.40625,3.3676554361979165,0.781436830003201,0.9221639357399095,0.9801808774835182
kodim24.png,0.28251099586486816,0.4434114992618561,0.6384292840957642,0.9089682102203369,1.2478010654449463,1.6239609718322754,2.143314838409424,2.7805635929107666,0.813746785383053,0.8778497773120182,0.9257040474151359,0.9520487189663918,0.9710408802088704,0.9821125674495144,0.9889314828296336,0.9935552669155752,0.3802286783854167,1.0923868815104167,2.7486165364583335,0.7614605937374365,0.9196541381178082,0.9802943410983034
